,COUNTRY_ID,variable,value
3170,,2006,0.526
3171,SAU,2006,0.777
3172,SEN,2006,0.42700000000000005
3173,SRB,2006,0.747
3174,SYC,2006,0.72
3175,SLE,2006,0.35
3176,SGP,2006,0.871
3177,SVK,2006,0.8029999999999999
3178,SVN,2006,0.8690000000000001
3179,SLB,2006,0.49700000000000005
3180,ZAF,2006,0.616
3181,SDN,2006,
3182,ESP,2006,0.848
3183,LKA,2006,0.7240000000000001
3184,SDN,2006,0.446
3185,SUR,2006,0.6809999999999999
3186,,2006,0.902
3187,CHE,2006,0.912
3188,,2006,0.643
3189,,2006,0.599
3190,,2006,0.45799999999999996
3191,THA,2006,0.6990000000000001
3192,,2006,0.708
3193,TLS,2006,0.536
3194,,2006,0.44299999999999995
3195,TON,2006,0.695
3196,TTO,2006,0.757
3197,,2006,0.695
3198,TUR,2006,0.701
3199,,2006,
3200,UGA,2006,0.449
3201,,2006,0.721
3202,,2006,0.83
3203,,2006,0.889
3204,,2006,0.9009999999999999
3205,URY,2006,0.7609999999999999
3206,,2006,0.634
3207,VUT,2006,0.579
3208,VEN,2006,0.727
3209,VNM,2006,0.624
3210,YEM,2006,0.479
3211,ZMB,2006,0.49200000000000005
3212,ZWE,2006,0.435
3213,AFG,2007,0.429
3214,ALB,2007,0.72
3215,DZA,2007,0.7070000000000001
3216,,2007,0.8290000000000001
3217,AGO,2007,0.49200000000000005
3218,ATG,2007,0.778
3219,ARG,2007,0.792
3220,,2007,0.72
3221,AUS,2007,0.915
3222,AUT,2007,0.8809999999999999
3223,,2007,0.7090000000000001
3224,BHS,2007,0.789
3225,,2007,0.7959999999999999
3226,BGD,2007,0.52
3227,BRB,2007,0.777
3228,,2007,0.757
3229,BEL,2007,0.899
3230,BLZ,2007,0.6990000000000001
3231,BEN,2007,0.455
3232,BTN,2007,0.535
3233,BOL,2007,0.631
3234,BIH,2007,0.7120000000000001
3235,,2007,0.625
3236,BRA,2007,0.705
3237,BRN,2007,0.84
3238,BGR,2007,0.764
3239,BFA,2007,0.344
3240,,2007,0.361
3241,,2007,0.619
3242,KHM,2007,0.513
3243,CMR,2007,0.484
3244,CAN,2007,0.897
3245,CAF,2007,0.331
3246,,2007,0.342
3247,,2007,0.795
3248,CHN,2007,0.675
3249,COL,2007,0.7040000000000001
3250,COM,2007,0.466
3251,COG,2007,0.52
3252,COG,2007,0.379
3253,CRI,2007,0.742
3254,HRV,2007,0.8
3255,CUB,2007,0.77
3256,,2007,0.846
3257,,2007,0.85
3258,CIV,2007,0.424
3259,,2007,0.904
3260,DJI,2007,0.426
3261,DMA,2007,0.715
3262,DOM,2007,0.691
3263,,2007,0.698
3264,,2007,0.65
3265,SLV,2007,0.6559999999999999
3266,GIN,2007,0.585
3267,,2007,0.41100000000000003
3268,,2007,0.8390000000000001
3269,,2007,0.507
3270,,2007,0.37799999999999995
3271,FJI,2007,0.7020000000000001
3272,,2007,0.9009999999999999
3273,FRA,2007,0.8759999999999999
3274,GAB,2007,0.652
3275,GMB,2007,0.42700000000000005
3276,GEO,2007,0.73
3277,DEU,2007,0.915
3278,GHA,2007,0.53
3279,GRC,2007,0.8490000000000001
3280,GRD,2007,0.735
3281,GTM,2007,0.59
3282,GIN,2007,0.39
3283,GIN,2007,0.409
3284,GUY,2007,0.618
3285,HTI,2007,0.462
3286,HND,2007,0.593
3287,HKG,2007,0.887
3288,,2007,0.813
3289,,2007,0.897
3290,IND,2007,0.556
3291,IDN,2007,0.642
3292,,2007,0.736
3293,,2007,0.638
3294,,2007,0.9079999999999999
3295,ISR,2007,0.8809999999999999
3296,ITA,2007,0.866
3297,JAM,2007,0.705
3298,JPN,2007,0.88
3299,,2007,0.735
3300,,2007,0.759
3301,KEN,2007,0.514
3302,KIR,2007,0.5820000000000001
3303,,2007,0.8690000000000001
3304,,2007,0.7879999999999999
3305,,2007,0.628
3306,LAO,2007,0.521
3307,,2007,0.818
3308,LBN,2007,0.743
3309,,2007,0.473
3310,LBR,2007,0.39399999999999996
3311,,2007,0.752
3312,,2007,0.893
3313,,2007,0.825
3314,,2007,0.888
3315,MDG,2007,0.491
3316,,2007,0.4
3317,MYS,2007,0.75
3318,MDV,2007,0.6509999999999999
3319,,2007,0.36700000000000005
3320,MLT,2007,0.8270000000000001
3321,MHL,2007,
3322,,2007,0.47600000000000003
3323,MUS,2007,0.728
3324,MEX,2007,0.7390000000000001
3325,,2007,0.5920000000000001
3326,,2007,0.6609999999999999
3327,,2007,0.672
3328,MNE,2007,0.775
3329,,2007,0.594
3330,MOZ,2007,0.37799999999999995
3331,MMR,2007,0.498
3332,,2007,0.568
3333,NPL,2007,0.491
3334,NLD,2007,0.904
3335,NZL,2007,0.894
3336,NIC,2007,0.607
3337,,2007,0.294
3338,NGA,2007,0.479
3339,,2007,0.938
3340,,2007,0.764
3341,PAK,2007,0.513
3342,,2007,0.765
3343,,2007,0.6629999999999999
3344,PAN,2007,0.7509999999999999
3345,GIN,2007,0.499
3346,PRY,2007,0.655
3347,PER,2007,0.703
3348,PHL,2007,0.657
3349,,2007,0.8190000000000001
3350,,2007,0.81
3351,,2007,0.83
3352,ROU,2007,0.7809999999999999
3353,RUS,2007,0.767
3354,,2007,0.445
3355,KNA,2007,0.733
3356,LCA,2007,0.713
3357,VCT,2007,0.7090000000000001
3358,WSM,2007,0.6809999999999999
3359,,2007,0.53
3360,SAU,2007,0.7829999999999999
3361,SEN,2007,0.436
3362,SRB,2007,0.7509999999999999
3363,SYC,2007,0.741
3364,SLE,2007,0.363
3365,SGP,2007,0.878
3366,SVK,2007,0.8140000000000001
3367,SVN,2007,0.873
3368,SLB,2007,0.505
3369,ZAF,2007,0.621
3370,SDN,2007,
3371,ESP,2007,0.853
3372,LKA,2007,0.73
3373,SDN,2007,0.451
3374,SUR,2007,0.687
3375,,2007,0.905
3376,CHE,2007,0.915
3377,,2007,0.649
3378,,2007,0.604
3379,,2007,0.46799999999999997
3380,THA,2007,0.71
3381,,2007,0.7120000000000001
3382,TLS,2007,0.581
3383,,2007,0.441
3384,TON,2007,0.698
3385,TTO,2007,0.768
3386,,2007,0.701
3387,TUR,2007,0.708
3388,,2007,
3389,UGA,2007,0.45899999999999996
3390,,2007,0.7290000000000001
3391,,2007,0.835
3392,,2007,0.892
3393,,2007,0.905
3394,URY,2007,0.762
3395,,2007,0.6459999999999999
3396,VUT,2007,0.5820000000000001
3397,VEN,2007,0.7440000000000001
3398,VNM,2007,0.632
3399,YEM,2007,0.48200000000000004
3400,ZMB,2007,0.503
3401,ZWE,2007,0.442
3402,AFG,2008,0.43700000000000006
3403,ALB,2008,0.7240000000000001
3404,DZA,2008,0.7090000000000001
3405,,2008,0.831
3406,AGO,2008,0.502
3407,ATG,2008,0.777
3408,ARG,2008,0.795
3409,,2008,0.727
3410,AUS,2008,0.92
3411,AUT,2008,0.884
3412,,2008,0.7190000000000001
3413,BHS,2008,0.79
3414,,2008,0.7959999999999999
3415,BGD,2008,0.523
3416,BRB,2008,0.7809999999999999
3417,,2008,0.774
3418,BEL,2008,0.899
3419,BLZ,2008,0.7
3420,BEN,2008,0.462
3421,BTN,2008,0.5429999999999999
3422,BOL,2008,0.64
3423,BIH,2008,0.7190000000000001
3424,,2008,0.639
3425,BRA,2008,0.716
3426,BRN,2008,0.84
3427,BGR,2008,0.7709999999999999
3428,BFA,2008,0.35700000000000004
3429,,2008,0.37200000000000005
3430,,2008,0.625
3431,KHM,2008,0.521
3432,CMR,2008,0.49200000000000005
3433,CAN,2008,0.899
3434,CAF,2008,0.337
3435,,2008,0.348
3436,,2008,0.8059999999999999
3437,CHN,2008,0.685
3438,COL,2008,0.71
3439,COM,2008,0.47
3440,COG,2008,0.536
3441,COG,2008,0.39
3442,CRI,2008,0.75
3443,HRV,2008,0.8029999999999999
3444,CUB,2008,0.78
3445,,2008,0.852
3446,,2008,0.8540000000000001
3447,CIV,2008,0.43
3448,,2008,0.909
3449,DJI,2008,0.435
3450,DMA,2008,0.72
3451,DOM,2008,0.695
3452,,2008,0.711
3453,,2008,0.6579999999999999
3454,SLV,2008,0.659
3455,GIN,2008,0.586
3456,,2008,0.40700000000000003
3457,,2008,0.841
3458,,2008,0.517
3459,,2008,0.39399999999999996
3460,FJI,2008,0.703
3461,,2008,0.904
3462,FRA,2008,0.878
3463,GAB,2008,0.653
3464,GMB,2008,0.435
3465,GEO,2008,0.728
3466,DEU,2008,0.917
3467,GHA,2008,0.542
3468,GRC,2008,0.857
3469,GRD,2008,0.7390000000000001
3470,GTM,2008,0.598
3471,GIN,2008,0.396
3472,GIN,2008,0.415
3473,GUY,2008,0.621
3474,HTI,2008,0.466
3475,HND,2008,0.59
3476,HKG,2008,0.8959999999999999
3477,,2008,0.818
3478,,2008,0.89
3479,IND,2008,0.564
3480,IDN,2008,0.6459999999999999
3481,,2008,0.741
3482,,2008,0.643
3483,,2008,0.9079999999999999
3484,ISR,2008,0.88
3485,ITA,2008,0.868
3486,JAM,2008,0.708
3487,JPN,2008,0.8809999999999999
3488,,2008,0.736
3489,,2008,0.759
3490,KEN,2008,0.523
3491,KIR,2008,0.585
3492,,2008,0.8740000000000001
3493,,2008,0.789
3494,,2008,0.631
3495,LAO,2008,0.529
3496,,2008,0.821
3497,LBN,2008,0.75
3498,,2008,0.48
3499,LBR,2008,0.39899999999999997
3500,,2008,0.757
3501,,2008,0.899
3502,,2008,0.831
3503,,2008,0.89
3504,MDG,2008,0.5
3505,,2008,0.41700000000000004
3506,MYS,2008,0.7609999999999999
3507,MDV,2008,0.66
3508,,2008,0.39
3509,MLT,2008,0.8290000000000001
3510,MHL,2008,
3511,,2008,0.47600000000000003
3512,MUS,2008,0.7340000000000001
3513,MEX,2008,0.742
3514,,2008,0.596
3515,,2008,0.6659999999999999
3516,,2008,0.6829999999999999
3517,MNE,2008,0.7859999999999999
3518,,2008,0.602
3519,MOZ,2008,0.38799999999999996
3520,MMR,2008,0.509
3521,,2008,0.575
3522,NPL,2008,0.502
3523,NLD,2008,0.9059999999999999
3524,NZL,2008,0.894
3525,NIC,2008,0.614
3526,,2008,0.303
3527,NGA,2008,0.485
3528,,2008,0.938
3529,,2008,0.782
3530,PAK,2008,0.515
3531,,2008,0.764
3532,,2008,0.66
3533,PAN,2008,0.755
3534,GIN,2008,0.503
3535,PRY,2008,0.664
3536,PER,2008,0.7120000000000001
3537,PHL,2008,0.6609999999999999
3538,,2008,0.8240000000000001
3539,,2008,0.8140000000000001
3540,,2008,0.835
3541,ROU,2008,0.795
3542,RUS,2008,0.774
3543,,2008,0.455
3544,KNA,2008,0.738
3545,LCA,2008,0.7190000000000001
3546,VCT,2008,0.71
3547,WSM,2008,0.685
3548,,2008,0.53
3549,SAU,2008,0.7909999999999999
3550,SEN,2008,0.445
3551,SRB,2008,0.757
3552,SYC,2008,0.741
3553,SLE,2008,0.373
3554,SGP,2008,0.883
3555,SVK,2008,0.8220000000000001
3556,SVN,2008,0.878
3557,SLB,2008,0.504
3558,ZAF,2008,0.633
3559,SDN,2008,
3560,ESP,2008,0.856
3561,LKA,2008,0.738
3562,SDN,2008,0.46299999999999997
3563,SUR,2008,0.691
3564,,2008,0.9009999999999999
3565,CHE,2008,0.917
3566,,2008,0.6459999999999999
3567,,2008,0.618
3568,,2008,0.47700000000000004
3569,THA,2008,0.7140000000000001
3570,,2008,0.728
3571,TLS,2008,0.599
3572,,2008,0.44
3573,TON,2008,0.7020000000000001
3574,TTO,2008,0.773
3575,,2008,0.7070000000000001
3576,TUR,2008,0.71
3577,,2008,
3578,UGA,2008,0.47
3579,,2008,0.733
3580,,2008,0.838
3581,,2008,0.8959999999999999
3582,,2008,0.91
3583,URY,2008,0.7659999999999999
3584,,2008,0.653
3585,VUT,2008,0.589
3586,VEN,2008,0.753
3587,VNM,2008,0.64
3588,YEM,2008,0.485
3589,ZMB,2008,0.517
3590,ZWE,2008,0.439
3591,AFG,2009,0.45299999999999996
3592,ALB,2009,0.7290000000000001
3593,DZA,2009,0.7190000000000001
3594,,2009,0.83
3595,AGO,2009,0.522
3596,ATG,2009,0.77
3597,ARG,2009,0.799
3598,,2009,0.7240000000000001
3599,AUS,2009,0.9209999999999999
3600,AUT,2009,0.8859999999999999
3601,,2009,0.736
3602,BHS,2009,0.787
3603,,2009,0.794
3604,BGD,2009,0.535
3605,BRB,2009,0.7829999999999999
3606,,2009,0.784
3607,BEL,2009,0.899
3608,BLZ,2009,0.6990000000000001
3609,BEN,2009,0.46799999999999997
3610,BTN,2009,0.5539999999999999
3611,BOL,2009,0.647
3612,BIH,2009,0.72
3613,,2009,0.648
3614,BRA,2009,0.718
3615,BRN,2009,0.8420000000000001
3616,BGR,2009,0.774
3617,BFA,2009,0.366
3618,,2009,0.387
3619,,2009,0.626
3620,KHM,2009,0.521
3621,CMR,2009,0.499
3622,CAN,2009,0.899
3623,CAF,2009,0.34299999999999997
3624,,2009,0.363
3625,,2009,0.804
3626,CHN,2009,0.6940000000000001
3627,COL,2009,0.715
3628,COM,2009,0.47600000000000003
3629,COG,2009,0.55
3630,COG,2009,0.397
3631,CRI,2009,0.752
3632,HRV,2009,0.802
3633,CUB,2009,0.782
3634,,2009,0.856
3635,,2009,0.857
3636,CIV,2009,0.43700000000000006
3637,,2009,0.9059999999999999
3638,DJI,2009,0.441
3639,DMA,2009,0.72
3640,DOM,2009,0.696
3641,,2009,0.7120000000000001
3642,,2009,0.66
3643,SLV,2009,0.659
3644,GIN,2009,0.589
3645,,2009,0.41600000000000004
3646,,2009,0.8390000000000001
3647,,2009,0.527
3648,,2009,0.401
3649,FJI,2009,0.7070000000000001
3650,,2009,0.899
3651,FRA,2009,0.878
3652,GAB,2009,0.6609999999999999
3653,GMB,2009,0.43799999999999994
3654,GEO,2009,0.731
3655,DEU,2009,0.917
3656,GHA,2009,0.547
3657,GRC,2009,0.858
3658,GRD,2009,0.738
3659,GTM,2009,0.604
3660,GIN,2009,0.39899999999999997
3661,GIN,2009,0.42100000000000004
3662,GUY,2009,0.624
3663,HTI,2009,0.47
3664,HND,2009,0.591
3665,HKG,2009,0.898
3666,,2009,0.818
3667,,2009,0.89
3668,IND,2009,0.57
3669,IDN,2009,0.6559999999999999
3670,,2009,0.747
3671,,2009,0.6459999999999999
3672,,2009,0.9059999999999999
3673,ISR,2009,0.882
3674,ITA,2009,0.868
3675,JAM,2009,0.7090000000000001
3676,JPN,2009,0.88
3677,,2009,0.7340000000000001
3678,,2009,0.763
3679,KEN,2009,0.5329999999999999
3680,KIR,2009,0.584
3681,,2009,0.8690000000000001
3682,,2009,0.79
3683,,2009,0.636
3684,LAO,2009,0.539
3685,,2009,0.818
3686,LBN,2009,0.7559999999999999
3687,,2009,0.489
3688,LBR,2009,0.40399999999999997
3689,,2009,0.755
3690,,2009,0.899
3691,,2009,0.8220000000000001
3692,,2009,0.883
3693,MDG,2009,0.503
3694,,2009,0.431
3695,MYS,2009,0.765
3696,MDV,2009,0.66
3697,,2009,0.39799999999999996
3698,MLT,2009,0.83
3699,MHL,2009,
3700,,2009,0.484
3701,MUS,2009,0.741
3702,MEX,2009,0.743
3703,,2009,0.603
3704,,2009,0.662
3705,,2009,0.6890000000000001
3706,MNE,2009,0.7879999999999999
3707,,2009,0.608
3708,MOZ,2009,0.397
3709,MMR,2009,0.519
3710,,2009,0.583
3711,NPL,2009,0.514
3712,NLD,2009,0.9059999999999999
3713,NZL,2009,0.898
3714,NIC,2009,0.615
3715,,2009,0.308
3716,NGA,2009,0.49
3717,,2009,0.938
3718,,2009,0.789
3719,PAK,2009,0.522
3720,,2009,0.767
3721,,2009,0.67
3722,PAN,2009,0.7559999999999999
3723,GIN,2009,0.51
3724,PRY,2009,0.659
3725,PER,2009,0.715
3726,PHL,2009,0.659
3727,,2009,0.828
3728,,2009,0.8170000000000001
3729,,2009,0.833
3730,ROU,2009,0.7979999999999999
3731,RUS,2009,0.7709999999999999
3732,,2009,0.47
3733,KNA,2009,0.74
3734,LCA,2009,0.7240000000000001
3735,VCT,2009,0.713
3736,WSM,2009,0.687
3737,,2009,0.5379999999999999
3738,SAU,2009,0.7959999999999999
3739,SEN,2009,0.449
3740,SRB,2009,0.759
3741,SYC,2009,0.741
3742,SLE,2009,0.381
3743,SGP,2009,0.884
3744,SVK,2009,0.8240000000000001
3745,SVN,2009,0.878
3746,SLB,2009,0.49700000000000005
3747,ZAF,2009,0.642
3748,SDN,2009,
3749,ESP,2009,0.858
3750,LKA,2009,0.74
3751,SDN,2009,0.46799999999999997
3752,SUR,2009,0.677
3753,,2009,0.899
3754,CHE,2009,0.927
3755,,2009,0.648
3756,,2009,0.62
3757,,2009,0.486
3758,THA,2009,0.718
3759,,2009,0.731
3760,TLS,2009,0.61
3761,,2009,0.449
3762,TON,2009,0.706
3763,TTO,2009,0.772
3764,,2009,0.71
3765,TUR,2009,0.718
3766,,2009,
3767,UGA,2009,0.47700000000000004
3768,,2009,0.727
3769,,2009,0.835
3770,,2009,0.899
3771,,2009,0.91
3772,URY,2009,0.778
3773,,2009,0.659
3774,VUT,2009,0.59
3775,VEN,2009,0.753
3776,VNM,2009,0.6559999999999999
3777,YEM,2009,0.491
3778,ZMB,2009,0.5329999999999999
3779,ZWE,2009,0.45
3780,AFG,2010,0.46299999999999997
3781,ALB,2010,0.741
3782,DZA,2010,0.7290000000000001
3783,,2010,0.828
3784,AGO,2010,0.52
3785,ATG,2010,0.7659999999999999
3786,ARG,2010,0.813
3787,,2010,0.728
3788,AUS,2010,0.9229999999999999
3789,AUT,2010,0.895
3790,,2010,0.74
3791,BHS,2010,0.789
3792,,2010,0.7959999999999999
3793,BGD,2010,0.545
3794,BRB,2010,0.782
3795,,2010,0.792
3796,BEL,2010,0.903
3797,BLZ,2010,0.6990000000000001
3798,BEN,2010,0.473
3799,BTN,2010,0.5660000000000001
3800,BOL,2010,0.649
3801,BIH,2010,0.713
3802,,2010,0.66
3803,BRA,2010,0.727
3804,BRN,2010,0.8420000000000001
3805,BGR,2010,0.779
3806,BFA,2010,0.375
3807,,2010,0.395
3808,,2010,0.629
3809,KHM,2010,0.537
3810,CMR,2010,0.506
3811,CAN,2010,0.902
3812,CAF,2010,0.35100000000000003
3813,,2010,0.371
3814,,2010,0.8079999999999999
3815,CHN,2010,0.706
3816,COL,2010,0.7190000000000001
3817,COM,2010,0.48200000000000004
3818,COG,2010,0.557
3819,COG,2010,0.40700000000000003
3820,CRI,2010,0.754
3821,HRV,2010,0.8079999999999999
3822,CUB,2010,0.779
3823,,2010,0.85
3824,,2010,0.862
3825,CIV,2010,0.442
3826,,2010,0.91
3827,DJI,2010,0.449
3828,DMA,2010,0.722
3829,DOM,2010,0.703
3830,,2010,0.715
3831,,2010,0.665
3832,SLV,2010,0.6709999999999999
3833,GIN,2010,0.581
3834,,2010,0.41600000000000004
3835,,2010,0.845
3836,,2010,0.5379999999999999
3837,,2010,0.41200000000000003
3838,FJI,2010,0.711
3839,,2010,0.903
3840,FRA,2010,0.882
3841,GAB,2010,0.665
3842,GMB,2010,0.441
3843,GEO,2010,0.735
3844,DEU,2010,0.9209999999999999
3845,GHA,2010,0.5539999999999999
3846,GRC,2010,0.856
3847,GRD,2010,0.743
3848,GTM,2010,0.611
3849,GIN,2010,0.40399999999999997
3850,GIN,2010,0.426
3851,GUY,2010,0.63
3852,HTI,2010,0.47
3853,HND,2010,0.596
3854,HKG,2010,0.9009999999999999
3855,,2010,0.823
3856,,2010,0.8909999999999999
3857,IND,2010,0.581
3858,IDN,2010,0.6609999999999999
3859,,2010,0.755
3860,,2010,0.649
3861,,2010,0.909
3862,ISR,2010,0.887
3863,ITA,2010,0.87
3864,JAM,2010,0.7120000000000001
3865,JPN,2010,0.885
3866,,2010,0.728
3867,,2010,0.765
3868,KEN,2010,0.5429999999999999
3869,KIR,2010,0.59
3870,,2010,0.884
3871,,2010,0.792
3872,,2010,0.636
3873,LAO,2010,0.546
3874,,2010,0.816
3875,LBN,2010,0.758
3876,,2010,0.493
3877,LBR,2010,0.40700000000000003
3878,,2010,0.755
3879,,2010,0.904
3880,,2010,0.8240000000000001
3881,,2010,0.889
3882,MDG,2010,0.504
3883,,2010,0.441
3884,MYS,2010,0.772
3885,MDV,2010,0.6709999999999999
3886,,2010,0.40299999999999997
3887,MLT,2010,0.843
3888,MHL,2010,
3889,,2010,0.48700000000000004
3890,MUS,2010,0.7490000000000001
3891,MEX,2010,0.743
3892,,2010,0.608
3893,,2010,0.67
3894,,2010,0.6970000000000001
3895,MNE,2010,0.7929999999999999
3896,,2010,0.616
3897,MOZ,2010,0.40299999999999997
3898,MMR,2010,0.53
3899,,2010,0.594
3900,NPL,2010,0.529
3901,NLD,2010,0.91
3902,NZL,2010,0.899
3903,NIC,2010,0.621
3904,,2010,0.318
3905,NGA,2010,0.484
3906,,2010,0.9420000000000001
3907,,2010,0.7929999999999999
3908,PAK,2010,0.526
3909,,2010,0.769
3910,,2010,0.672
3911,PAN,2010,0.758
3912,GIN,2010,0.52
3913,PRY,2010,0.675
3914,PER,2010,0.7170000000000001
3915,PHL,2010,0.665
3916,,2010,0.835
3917,,2010,0.8220000000000001
3918,,2010,0.825
3919,ROU,2010,0.797
3920,RUS,2010,0.78
3921,,2010,0.485
3922,KNA,2010,0.745
3923,LCA,2010,0.731
3924,VCT,2010,0.715
3925,WSM,2010,0.693
3926,,2010,0.542
3927,SAU,2010,0.8079999999999999
3928,SEN,2010,0.456
3929,SRB,2010,0.759
3930,SYC,2010,0.747
3931,SLE,2010,0.385
3932,SGP,2010,0.909
3933,SVK,2010,0.8290000000000001
3934,SVN,2010,0.882
3935,SLB,2010,0.507
3936,ZAF,2010,0.649
3937,SDN,2010,0.413
3938,ESP,2010,0.865
3939,LKA,2010,0.745
3940,SDN,2010,0.47
3941,SUR,2010,0.703
3942,,2010,0.905
3943,CHE,2010,0.932
3944,,2010,0.644
3945,,2010,0.634
3946,,2010,0.493
3947,THA,2010,0.7240000000000001
3948,,2010,0.735
3949,TLS,2010,0.619
3950,,2010,0.456
3951,TON,2010,0.7120000000000001
3952,TTO,2010,0.775
3953,,2010,0.716
3954,TUR,2010,0.7340000000000001
3955,,2010,0.6729999999999999
3956,UGA,2010,0.486
3957,,2010,0.733
3958,,2010,0.836
3959,,2010,0.905
3960,,2010,0.914
3961,URY,2010,0.773
3962,,2010,0.6659999999999999
3963,VUT,2010,0.591
3964,VEN,2010,0.759
3965,VNM,2010,0.654
3966,YEM,2010,0.498
3967,ZMB,2010,0.544
3968,ZWE,2010,0.467
3969,AFG,2011,0.47100000000000003
3970,ALB,2011,0.752
3971,DZA,2011,0.736
3972,,2011,0.8270000000000001
3973,AGO,2011,0.535
3974,ATG,2011,0.762
3975,ARG,2011,0.8190000000000001
3976,,2011,0.731
3977,AUS,2011,0.925
3978,AUT,2011,0.897
3979,,2011,0.741
3980,BHS,2011,0.7929999999999999
3981,,2011,0.7979999999999999
3982,BGD,2011,0.557
3983,BRB,2011,0.787
3984,,2011,0.7979999999999999
3985,BEL,2011,0.904
3986,BLZ,2011,0.7020000000000001
3987,BEN,2011,0.479
3988,BTN,2011,0.575
3989,BOL,2011,0.655
3990,BIH,2011,0.721
3991,,2011,0.6729999999999999
3992,BRA,2011,0.731
3993,BRN,2011,0.846
3994,BGR,2011,0.782
3995,BFA,2011,0.385
3996,,2011,0.40299999999999997
3997,,2011,0.635
3998,KHM,2011,0.546
3999,CMR,2011,0.515
4000,CAN,2011,0.905
4001,CAF,2011,0.358
4002,,2011,0.382
4003,,2011,0.8140000000000001
4004,CHN,2011,0.7140000000000001
4005,COL,2011,0.725
4006,COM,2011,0.48700000000000004
4007,COG,2011,0.56
4008,COG,2011,0.415
4009,CRI,2011,0.76
4010,HRV,2011,0.815
4011,CUB,2011,0.778
4012,,2011,0.853
4013,,2011,0.865
4014,CIV,2011,0.445
4015,,2011,0.922
4016,DJI,2011,0.45399999999999996
4017,DMA,2011,0.722
4018,DOM,2011,0.706
4019,,2011,0.721
4020,,2011,0.6679999999999999
4021,SLV,2011,0.6659999999999999
4022,GIN,2011,0.584
4023,,2011,0.41700000000000004
4024,,2011,0.853
4025,,2011,0.55
4026,,2011,0.423
4027,FJI,2011,0.7170000000000001
4028,,2011,0.907
4029,FRA,2011,0.884
4030,GAB,2011,0.67
4031,GMB,2011,0.44
4032,GEO,2011,0.741
4033,DEU,2011,0.9259999999999999
4034,GHA,2011,0.563
4035,GRC,2011,0.852
4036,GRD,2011,0.747
4037,GTM,2011,0.619
4038,GIN,2011,0.418
4039,GIN,2011,0.435
4040,GUY,2011,0.639
4041,HTI,2011,0.47700000000000004
4042,HND,2011,0.598
4043,HKG,2011,0.904
4044,,2011,0.8270000000000001
4045,,2011,0.9009999999999999
4046,IND,2011,0.591
4047,IDN,2011,0.669
4048,,2011,0.7659999999999999
4049,,2011,0.6559999999999999
4050,,2011,0.895
4051,ISR,2011,0.892
4052,ITA,2011,0.875
4053,JAM,2011,0.715
4054,JPN,2011,0.89
4055,,2011,0.726
4056,,2011,0.772
4057,KEN,2011,0.552
4058,KIR,2011,0.59
4059,,2011,0.888
4060,,2011,0.794
4061,,2011,0.639
4062,LAO,2011,0.5579999999999999
4063,,2011,0.821
4064,LBN,2011,0.76
4065,,2011,0.498
4066,LBR,2011,0.41700000000000004
4067,,2011,0.7070000000000001
4068,,2011,0.909
4069,,2011,0.828
4070,,2011,0.892
4071,MDG,2011,0.504
4072,,2011,0.45
4073,MYS,2011,0.778
4074,MDV,2011,0.682
4075,,2011,0.408
4076,MLT,2011,0.843
4077,MHL,2011,
4078,,2011,0.49
4079,MUS,2011,0.758
4080,MEX,2011,0.7509999999999999
4081,,2011,0.613
4082,,2011,0.677
4083,,2011,0.711
4084,MNE,2011,0.7979999999999999
4085,,2011,0.626
4086,MOZ,2011,0.40700000000000003
4087,MMR,2011,0.54
4088,,2011,0.607
4089,NPL,2011,0.535
4090,NLD,2011,0.9209999999999999
4091,NZL,2011,0.902
4092,NIC,2011,0.627
4093,,2011,0.325
4094,NGA,2011,0.494
4095,,2011,0.943
4096,,2011,0.795
4097,PAK,2011,0.53
4098,,2011,0.775
4099,,2011,0.677
4100,PAN,2011,0.764
4101,GIN,2011,0.529
4102,PRY,2011,0.68
4103,PER,2011,0.7290000000000001
4104,PHL,2011,0.67
4105,,2011,0.8390000000000001
4106,,2011,0.826
4107,,2011,0.836
4108,ROU,2011,0.7979999999999999
4109,RUS,2011,0.789
4110,,2011,0.493
4111,KNA,2011,0.7509999999999999
4112,LCA,2011,0.7340000000000001
4113,VCT,2011,0.7170000000000001
4114,WSM,2011,0.6970000000000001
4115,,2011,0.5479999999999999
4116,SAU,2011,0.823
4117,SEN,2011,0.467
4118,SRB,2011,0.769
4119,SYC,2011,0.741
4120,SLE,2011,0.392
4121,SGP,2011,0.914
4122,SVK,2011,0.8370000000000001
4123,SVN,2011,0.884
4124,SLB,2011,0.514
4125,ZAF,2011,0.657
4126,SDN,2011,0.41600000000000004
4127,ESP,2011,0.87
4128,LKA,2011,0.7509999999999999
4129,SDN,2011,0.474
4130,SUR,2011,0.706
4131,,2011,0.9059999999999999
4132,CHE,2011,0.932
4133,,2011,0.642
4134,,2011,0.637
4135,,2011,0.499
4136,THA,2011,0.727
4137,,2011,0.738
4138,TLS,2011,0.624
4139,,2011,0.46299999999999997
4140,TON,2011,0.716
4141,TTO,2011,0.773
4142,,2011,0.718
4143,TUR,2011,0.753
4144,,2011,0.68
4145,UGA,2011,0.49
4146,,2011,0.738
4147,,2011,0.841
4148,,2011,0.899
4149,,2011,0.917
4150,URY,2011,0.782
4151,,2011,0.674
4152,VUT,2011,0.5920000000000001
4153,VEN,2011,0.7709999999999999
4154,VNM,2011,0.664
4155,YEM,2011,0.499
4156,ZMB,2011,0.556
